MP1;MP2;ECH;ANNE;M1;M2;M3;M3A;M3D;M5;M6A;M7A1;M13A;M14A;M7A;M8A;M9A;M6B;M7B1;M13B;M14B;M7B;M8B;M9B;M6C;M7C1;M13C;M14C;M7C;M8C;M9C;M6D;M7D1;M13D;M14D;M7D;M8D;M9D;M14;M15A;M16A;M20A;M17A;M18A;M19A;M15B;M16B;M20B;M17B;M18B;M19B;M15C;M16C;M20C;M17C;M18C;M19C;M15D;M16D;M20D;M17D;M18D;M19D;M20;M21;M22;COEM;ML2A;ML2B;ML2C;M22B;M22C;ML24;MP3;MFIN
1;1460;0031;20160206;2;1;2;;1;2;1;1;2001;04;1;2;2;1;3;2008;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.6707;2015;1;59599;;;3;5;0
1;1460;0057;20160113;2;1;1;4;1;1;1;1;2006;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;1985;;;;;2;2;0
1;1460;0049;20160106;3;3;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;146.4753;2015;1;59599;;;4;2;0
1;1460;0084;20160130;3;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.6707;2006;1;59599;;;3;5;0
1;1460;0103;20160317;2;1;1;4;1;1;1;1;2011;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2007;1;59350;;;3;3;0
1;1460;0092;20160309;2;1;1;4;1;1;1;3;2014;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.6707;2001;;;;;1;2;0
1;1460;0042;20160109;4;1;1;3;1;1;1;3;2009;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;103.6707;2008;1;59090;;;3;5;0
1;1460;0058;20160120;4;2;1;4;1;1;1;3;2008;14;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;2000;;;00;00;3;2;0
1;1460;0067;20160116;4;1;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;1978;;;;;3;5;0
1;1460;0076;20160202;4;3;2;;1;1;1;3;1998;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2007;2;59636;;;3;1;0
1;1460;0099;20160308;4;3;1;4;1;2;1;3;2005;08;1;2;2;1;1;1998;11;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;122.3821;2015;2;59527;00;01;3;1;0
1;1460;0052;20160109;2;1;2;;1;2;1;3;2004;06;1;2;2;1;3;2015;07;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;122.3821;2007;1;59350;00;01;3;5;0
1;1460;0090;20160308;3;3;2;;1;2;1;1;2013;05;1;2;2;1;3;2008;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.6707;2015;2;59646;;;3;1;0
1;1460;0018;20151216;2;1;1;3;1;3;1;1;2005;04;1;2;2;1;3;2012;05;1;1;2;1;3;2012;05;1;2;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;103.6707;2001;;;00;00;2;2;0
1;1460;0108;20160317;4;1;1;1;1;1;1;1;2015;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;1988;;;00;00;3;3;0
1;1460;0028;20151212;4;3;1;3;1;1;1;3;9999;99;2;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;2005;;;00;00;3;5;0
1;1460;0002;20151203;4;2;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2012;1;59183;;;4;3;0
1;1460;0077;20160126;4;2;2;;2;1;1;1;2000;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;1985;;;00;00;3;1;0
1;1460;0083;20160130;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;122.3821;2010;1;59599;00;00;3;5;0
1;1460;0091;20160226;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2009;1;59386;;;3;4;0
1;1460;0522;20160113;4;2;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;2014;1;59599;00;00;3;2;0
1;1460;0607;20160223;1;1;1;3;1;1;1;1;2014;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;98.50020;2007;1;59599;00;00;3;1;0
1;1460;0023;20151211;2;1;1;4;1;1;3;3;1998;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.6707;1994;;;;;3;4;0
1;1460;0025;20160226;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;146.4753;2007;1;59163;;;4;4;0
1;1460;0026;20160227;3;1;1;4;1;1;1;1;2013;04;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2016;1;59009;;;3;5;0
1;1460;0047;20160223;2;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;122.3821;2015;1;59599;;;3;1;0
1;1460;0054;20160109;3;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;98.50020;2014;1;59599;;;4;5;0
1;1460;0055;20160112;2;1;1;4;1;1;1;3;2012;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;146.4753;2003;;;;;3;1;0
1;1460;0070;20160116;4;2;1;4;1;2;1;3;2013;06;1;1;2;1;1;1996;07;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;122.3821;2003;;;;;3;5;0
1;1460;0073;20160319;1;1;1;4;1;3;1;3;2001;07;1;2;2;1;3;2002;04;1;2;2;3;3;2005;07;1;2;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;122.3821;2001;;;00;00;3;5;0
1;1460;0074;20160226;1;1;1;4;1;2;1;3;2004;14;1;1;2;1;3;2000;06;2;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;122.3821;2004;;;00;02;3;4;0
1;1460;0080;20160128;3;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;98.50020;2015;1;59299;;;3;3;0
1;1460;0095;20160303;3;1;2;;1;1;1;3;2010;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;98.50020;2015;1;59599;;;3;3;0
1;1470;0012;20160322;3;1;1;4;1;1;1;3;2010;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2011;2;59650;;;3;1;0
1;1470;0063;20160322;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2011;3;59512;;;4;1;0
1;1470;0512;20160123;3;2;1;3;1;1;1;1;1996;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;1996;;;;;3;5;0
1;1470;0605;20160311;2;1;2;;1;1;1;3;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.0022;1986;;;;;3;4;0
1;1470;0016;20160130;4;2;1;1;1;1;1;3;2010;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;103.0022;2000;;;00;00;3;5;0
1;1470;0035;20160130;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2000;;;;;3;5;0
1;1470;0051;20160130;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;103.0022;2002;;;;;3;5;0
1;1470;0071;20160206;4;2;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;67.57324;2015;1;59512;00;00;4;5;0
1;1470;0086;20160129;4;2;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;67.57324;2009;1;59350;00;00;3;4;0
1;1470;0097;20160119;4;2;2;;1;1;1;3;2006;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2014;2;80021;;;3;1;0
1;1470;0100;20160114;4;3;2;;1;1;1;3;2006;07;1;4;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2013;1;59009;;;3;3;0
1;1470;0060;20160106;4;2;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2008;2;59512;;;3;2;0
1;1470;0075;20160108;3;2;1;4;1;2;1;3;1999;07;1;2;2;1;3;1998;07;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;85.72904;2005;;;;;4;4;0
1;1470;0020;20151212;4;2;1;4;1;1;1;3;2000;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;60.80875;2012;3;59512;;;3;5;0
1;1470;0024;20160119;4;2;1;4;1;1;1;3;2002;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;2006;2;59512;;;3;1;0
1;1470;0038;20160105;3;3;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2010;2;59512;;;3;1;0
1;1470;0043;20160322;4;2;1;4;1;1;1;1;2011;04;1;1;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2010;2;59599;;;4;1;0
1;1470;0047;20160106;4;4;1;4;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;85.72904;2015;3;59512;;;4;2;0
1;1470;0099;20160311;4;3;1;4;1;1;1;3;2003;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;67.70402;2011;1;59512;00;00;3;4;0
1;1470;0127;20160317;2;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;60.80875;2016;2;59512;00;01;4;3;0
1;1470;0018;20151208;3;2;1;4;1;1;1;1;1999;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;2;60.80875;2014;2;59331;;;3;1;0
1;1470;0030;20151212;4;2;1;4;1;1;1;3;2008;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;60.80875;2015;1;59512;;;3;5;0
1;1470;0034;20160120;4;3;1;4;1;2;1;1;2004;05;1;2;2;1;1;2001;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;60.80875;2007;1;59512;;;3;2;0
1;1470;0061;20160114;4;2;1;4;1;1;1;3;2009;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;05;00;3;85.72904;2010;1;59512;00;05;3;3;0
1;1470;0072;20160115;1;2;1;1;2;1;1;1;2013;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;1994;;;;;3;4;0
1;1470;0082;20160322;3;2;1;4;1;1;1;3;2005;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2015;3;59009;;;3;1;0
1;1470;0102;20160226;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2011;2;75056;;;3;4;0
1;1470;0126;20160319;3;3;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2012;2;59512;;;4;5;0
1;1470;0003;20160128;4;1;1;1;1;1;1;1;2004;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2016;2;59512;;;3;3;0
1;1470;0041;20160305;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2013;2;93066;;;3;5;0
1;1470;0069;20160322;4;3;1;4;1;1;1;1;2013;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;85.72904;2013;2;59512;00;01;1;1;0
1;1470;0119;20160330;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2014;2;59512;;;4;2;0
1;1470;0125;20160317;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;67.57324;2016;3;59350;00;00;4;3;0
1;1470;0006;20151201;4;1;1;4;1;1;1;1;2010;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;2;67.70402;2010;2;59350;00;00;2;1;0
1;1470;0008;20160322;2;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2015;2;59299;;;4;1;0
1;1470;0014;20160114;3;4;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2015;2;80515;;;3;3;0
1;1470;0022;20160121;4;1;1;4;1;1;1;1;2015;04;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2013;2;59527;;;3;3;0
1;1470;0023;20160322;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;2015;3;59512;;;4;1;0
1;1470;0026;20160128;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2013;2;59512;;;4;3;0
1;1470;0046;20160107;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;01;1;139.9166;2012;1;59512;00;00;3;3;0
1;1470;0048;20151216;4;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;139.9166;2015;2;59009;;;3;2;0
1;1470;0053;20151218;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;2014;1;59512;;;3;4;0
1;1470;0056;20151216;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2011;1;59512;;;3;2;0
1;1470;0080;20160120;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2010;1;17300;;;4;2;0
1;1470;0095;20160119;4;4;2;;2;1;1;1;2013;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2015;2;59574;;;3;1;0
1;1470;0107;20160322;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;67.70402;2015;2;59512;00;01;4;1;0
1;1470;0111;20160308;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;2015;1;59512;;;3;1;0
1;1470;0129;20160317;4;1;1;3;1;1;1;3;2005;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2009;2;59350;;;4;3;0
1;1470;0131;20160330;3;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2016;2;59350;;;3;2;0
1;1470;0594;20160225;1;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2014;1;57630;;;3;3;0
1;1470;0613;20160318;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;1977;;;;;3;4;0
1;1470;0005;20160305;2;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;1972;;;;;3;5;0
1;1470;0036;20151210;3;3;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2013;2;59512;;;3;3;0
1;1470;0052;20160122;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2014;1;59512;;;3;4;0
1;1470;0101;20160226;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;103.0022;2014;2;59410;00;01;3;4;0
1;1470;0010;20160203;2;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;1983;;;;;3;2;0
1;1470;0058;20160311;3;1;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2011;1;59512;;;3;4;0
1;1470;0059;20151216;3;1;1;4;1;1;1;3;2002;05;1;2;1;;;;;;;;;;;;;;;;;;;;;;1;3;2;2;1998;1;3;;;;;;;;;;;;;;;;;;;01;00;3;67.57324;2011;2;99131;01;00;3;2;0
1;1470;0009;20151204;4;1;1;4;1;2;1;3;2010;05;1;4;3;1;1;2009;04;1;4;3;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2001;;;;;3;4;0
1;1470;0013;20160205;4;2;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2001;;;;;3;4;0
1;1470;0015;20151204;4;3;1;3;1;1;1;1;1994;06;4;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.70402;2014;2;59512;;;3;4;0
1;1470;0021;20160126;4;2;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;139.9166;2015;3;97101;;;4;1;0
1;1470;0028;20151212;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2007;1;59512;;;3;5;0
1;1470;0029;20151208;4;2;1;4;1;1;1;3;1999;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;60.80875;2013;1;59512;;;3;1;0
1;1470;0039;20151215;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2014;2;59512;;;3;1;0
1;1470;0045;20151215;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;139.9166;2015;2;59512;;;3;1;0
1;1470;0062;20160126;4;1;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;1995;;;;;3;1;0
1;1470;0066;20160107;1;2;1;4;1;1;1;3;2014;04;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;103.0022;2015;2;59512;;;3;3;0
1;1470;0070;20160107;1;2;1;4;1;1;1;3;2005;07;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;103.0022;2015;2;76540;;;3;3;0
1;1470;0077;20160107;4;2;1;3;1;1;3;1;2010;04;1;1;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2010;2;59163;;;4;3;0
1;1470;0084;20160121;4;2;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2005;;;;;3;3;0
1;1470;0089;20160113;4;3;1;4;1;1;1;3;1999;03;1;1;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2013;2;59512;;;3;2;0
1;1470;0098;20160112;4;3;2;;2;1;1;1;1996;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2013;2;59512;;;3;1;0
1;1470;0103;20160309;4;1;1;4;1;1;1;3;2007;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2015;1;59512;;;3;2;0
1;1470;0109;20160323;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;103.0022;2015;2;59512;;;4;2;0
1;1470;0110;20160309;4;3;1;4;1;1;1;3;2014;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;85.72904;2006;1;59512;00;02;3;2;0
1;1470;0118;20160312;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;67.57324;2006;2;59650;00;00;3;5;0
1;1470;0121;20160316;3;2;2;;1;1;1;3;2008;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2009;1;59512;;;3;2;0
1;1470;0132;20160323;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2014;2;59512;;;4;2;0
1;1470;0019;20151204;2;1;1;3;2;1;1;3;1990;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;1979;;;;;3;4;0
1;1470;0027;20151212;3;5;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;139.9166;2015;1;45234;;;4;5;0
1;1470;0050;20151216;4;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;139.9166;2015;2;58088;;;2;2;0
1;1470;0122;20160318;2;3;2;;1;1;1;3;2013;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;67.57324;2013;2;59367;;;1;4;0
1;1470;0002;20160116;2;1;2;;1;2;1;1;2010;04;1;2;2;1;1;2008;03;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;60.80875;2015;1;59512;00;03;2;5;0
1;1470;0044;20160126;1;1;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;60.80875;2012;1;59512;;;3;1;0
1;1470;0049;20160311;2;3;2;;1;2;3;3;2001;07;1;2;2;1;3;2004;08;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;1998;;;;;3;4;0
1;1470;0091;20160128;1;1;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2014;2;59512;;;3;3;0
1;1470;0094;20160126;2;3;1;4;1;2;1;3;2001;07;1;2;2;1;3;2011;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;85.72904;2016;1;59650;01;01;3;1;0
1;1470;0128;20160317;2;3;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.57324;2016;3;59299;;;4;3;0
1;1470;0017;20160126;2;1;1;4;1;1;1;3;2007;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;67.57324;2005;;;01;00;4;1;0
1;1470;0068;20160128;2;2;1;4;1;1;1;3;1994;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;85.72904;2015;1;21231;;;3;3;0
1;1470;0085;20160113;4;2;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;67.70402;2007;1;59512;;;3;2;0
